3.923449999999999993e-01,1.247779999999999889e+00
5.405880000000000685e+00,2.401419999999999888e+00
2.152280000000000026e-01,1.260929999999999884e+00
2.558459999999999734e+00,7.289900000000000269e+00
7.681449999999999889e+00,5.201309999999999434e+00
7.954399999999999693e+00,5.566819999999999879e+00
1.045029999999999903e+00,9.724340000000000206e-01
6.751170000000000115e+00,2.932809999999999917e+00
2.251659999999999773e+00,6.784189999999999721e+00
6.199250000000000149e+00,3.408380000000000187e+00
8.372060000000001168e+00,4.453409999999999869e+00
2.386309999999999931e+00,3.840540000000000287e+00
8.205910000000001148e+00,5.934429999999999872e+00
8.327899999999999636e+00,4.312310000000000088e+00
1.997229999999999839e+00,5.075120000000000076e+00
7.205449999999999910e+00,3.815659999999999830e+00
7.389319999999999666e+00,3.276320000000000121e+00
5.618450000000000166e+00,7.531689999999999330e+00
6.762569999999999304e+00,5.371569999999999290e+00
9.806380000000000763e+00,8.821160000000000778e+00
7.895929999999999893e+00,4.453800000000000203e+00
5.260469999999999757e+00,2.360899999999999999e+00
4.444290000000000518e+00,7.022710000000000896e+00
3.773750000000000160e+00,2.533269999999999911e+00
4.813790000000000013e+00,8.193019999999998859e+00
8.370319999999999538e+00,5.006000000000000227e+00
9.454189999999998761e+00,1.074559999999999960e+00
3.318299999999999805e+00,4.934280000000000221e+00
9.208669999999999911e-01,7.160919999999999508e-01
5.168059999999999654e+00,2.246550000000000047e+00
9.550220000000000375e-01,8.723110000000000142e+00
6.022199999999999775e+00,6.214519999999999378e+00
5.690840000000000565e+00,3.219879999999999853e+00
2.097319999999999851e+00,4.362769999999999371e+00
5.366450000000000387e+00,2.186560000000000059e+00
7.420519999999999783e+00,6.610889999999999489e+00
1.456239999999999979e+00,1.924019999999999897e-01
6.462699999999999889e+00,3.786969999999999725e+00
4.643819999999999837e+00,7.227549999999999919e+00
6.612410000000000565e+00,3.755900000000000016e+00
5.830919999999999881e+00,6.590910000000000935e+00
5.929289999999999949e+00,7.281039999999999068e+00
6.396950000000000358e+00,5.991330000000000489e+00
6.736030000000000406e+00,4.467489999999999739e+00
6.096610000000000085e+00,6.033660000000000245e+00
3.804890000000000327e+00,3.809600000000000097e+00
8.216549999999999798e+00,4.763569999999999638e+00
4.939480000000000537e+00,2.582520000000000149e+00
6.586999999999999744e+00,4.268819999999999837e+00
8.350289999999999324e+00,6.044109999999999872e+00
4.473939999999999806e+00,7.336980000000000501e+00
5.115949999999999775e+00,4.747560000000000002e+00
3.985280000000000378e+00,2.550329999999999764e+00
5.993280000000000385e+00,2.724040000000000017e+00
9.535689999999998889e+00,6.159280000000000310e-01
8.272669999999999746e-01,6.576140000000000319e-01
2.399680000000000035e+00,3.308890000000000331e+00
9.150539999999999452e+00,1.370820000000000094e-01
5.216920000000000002e+00,7.749900000000000233e+00
6.859480000000000466e+00,5.812980000000000480e+00
5.290700000000000180e+00,2.699149999999999938e+00
1.091920000000000002e+00,8.824639999999998707e+00
4.482149999999999856e+00,8.338089999999999336e+00
2.433980000000000032e+00,4.475830000000000197e+00
2.476350000000000051e+00,4.595579999999999998e+00
7.901070000000000038e-01,9.304000000000000270e+00
4.507410000000000139e+00,4.861240000000000450e+00
7.188780000000000170e-01,9.870599999999999596e+00
2.949500000000000011e+00,7.125319999999999432e+00
4.763860000000000205e+00,7.594419999999999504e+00
8.087589999999998724e+00,3.859519999999999840e+00
8.037850000000000605e+00,5.814080000000000581e+00
5.981259999999999799e+00,7.421149999999999913e+00
7.240920000000000023e+00,4.374859999999999971e+00
1.762789999999999913e-01,8.299089999999999634e+00
8.185639999999999361e+00,3.984569999999999723e+00
4.374579999999999913e+00,7.489380000000000592e+00
6.529970000000000496e-01,4.492140000000000022e-01
4.774709999999999788e+00,8.100220000000000198e+00
9.333930000000000504e+00,9.067869999999999209e+00
3.276209999999999845e+00,3.938930000000000486e+00
3.675859999999999683e+00,7.811110000000000220e+00
6.661210000000000520e+00,2.112859999999999960e+00
9.369510000000000005e+00,9.003310000000000812e+00
7.203189999999999316e+00,6.092919999999999447e+00
